,Date,RainTomorrow
5149,2015/6/7,No
5150,2012/2/28,No
5151,2014/5/14,No
5152,2013/7/29,No
5153,2011/10/10,No
5154,2016/11/18,No
5155,2016/4/5,No
5156,2012/4/18,No
5157,2011/3/6,No
5158,2013/4/30,No
5159,2009/11/7,Yes
5160,2015/2/8,No
5161,2015/4/21,No
5162,2015/3/9,No
5163,2009/5/17,No
5164,2009/4/20,No
5165,2013/4/16,No
5166,2011/7/26,No
5167,2009/8/25,Yes
5168,2010/11/27,Yes
5169,2009/8/3,No
5170,2010/6/15,No
5171,2011/12/8,Yes
5172,2013/1/14,No
5173,2016/4/15,Yes
5174,2015/1/18,No
5175,2009/1/10,No
5176,2012/1/21,No
5177,2014/12/25,No
5178,2012/2/17,No
5179,2016/12/26,No
5180,2013/12/9,Yes
5181,2009/5/30,No
5182,2008/7/20,Yes
5183,2014/5/6,No
5184,2010/7/6,Yes
5185,2011/11/28,No
5186,2010/9/7,No
5187,2010/5/25,Yes
5188,2016/6/24,Yes
5189,2009/7/17,No
5190,2010/6/18,No
5191,2014/10/8,No
5192,2011/2/4,No
5193,2015/10/28,No
5194,2017/2/24,No
5195,2015/5/26,No
5196,2014/4/27,No
5197,2013/11/11,Yes
5198,2014/8/24,No
5199,2013/12/21,No
5200,2009/10/11,No
5201,2016/7/28,No
5202,2014/1/30,No
5203,2009/4/11,Yes
5204,2009/5/11,No
5205,2015/2/1,No
5206,2011/1/7,No
5207,2015/7/19,No
5208,2014/10/22,No
5209,2015/2/7,No
5210,2010/9/5,Yes
5211,2011/2/13,Yes
5212,2013/3/23,No
5213,2010/12/17,No
5214,2010/6/30,No
5215,2015/12/22,No
5216,2016/12/13,No
5217,2015/1/1,No
5218,2013/6/8,No
5219,2014/10/24,No
5220,2016/12/1,No
5221,2015/4/27,No
5222,2016/4/24,No
5223,2010/4/29,No
5224,2016/9/19,No
5225,2011/5/2,Yes
5226,2013/3/6,No
5227,2011/12/4,No
5228,2014/1/10,No
5229,2013/12/7,No
5230,2014/12/14,No
5231,2016/9/1,No
5232,2015/11/18,No
5233,2012/2/23,No
5234,2009/6/23,No
5235,2011/9/21,No
5236,2009/2/20,No
5237,2012/7/13,No
5238,2014/12/29,No
5239,2014/4/7,No
5240,2010/2/20,No
5241,2017/6/24,No
5242,2008/9/28,No
5243,2009/12/8,No
5244,2009/12/21,No
5245,2017/2/28,No
5246,2016/11/23,No
5247,2014/9/12,No
5248,2009/7/29,No
5249,2010/10/16,No
5250,2016/11/29,No
5251,2014/12/8,No
5252,2016/4/18,No
5253,2016/3/28,No
5254,2009/12/30,Yes
5255,2010/6/16,Yes
5256,2009/5/28,No
5257,2013/8/9,No
5258,2012/7/10,Yes
5259,2010/10/19,No
5260,2014/5/2,No
5261,2010/1/3,No
5262,2010/5/19,No
5263,2012/4/28,No
5264,2009/12/22,No
5265,2010/4/26,No
5266,2010/9/24,No
5267,2009/1/17,No
5268,2012/1/15,No
5269,2011/12/30,No
5270,2011/9/23,No
5271,2016/3/4,No
5272,2010/2/6,No
5273,2009/1/12,No
5274,2014/11/28,Yes
5275,2010/9/23,No
5276,2012/1/15,No
5277,2010/7/10,Yes
5278,2010/11/24,No
5279,2015/5/21,Yes
5280,2015/2/10,No
5281,2016/1/20,No
5282,2016/9/3,No
5283,2010/10/12,No
5284,2012/1/24,No
5285,2009/5/18,No
5286,2017/3/7,No
5287,2016/11/30,No
5288,2013/1/16,No
5289,2009/11/16,No
5290,2009/11/6,No
5291,2012/1/6,No
5292,2011/10/29,No
5293,2008/12/3,No
5294,2017/3/27,No
5295,2015/8/29,No
5296,2009/11/12,Yes
5297,2011/5/15,No
5298,2017/3/19,No
5299,2014/10/4,No
5300,2014/4/2,No
5301,2012/5/3,No
5302,2014/7/2,No
5303,2010/11/22,No
5304,2010/5/10,No
5305,2008/4/1,No
5306,2017/4/30,No
5307,2013/11/9,No
5308,2009/1/29,No
5309,2009/3/23,No
5310,2010/3/16,No
5311,2014/9/13,No
5312,2016/6/25,No
5313,2015/10/5,No
5314,2015/1/23,No
5315,2012/9/17,No
5316,2017/5/3,No
5317,2016/12/2,No
5318,2015/8/8,Yes
5319,2011/8/13,No
5320,2017/2/19,No
5321,2015/11/28,No
5322,2009/12/16,No
5323,2017/1/10,No
5324,2016/12/5,No
5325,2013/9/16,Yes
5326,2013/6/9,No
5327,2009/11/26,No
5328,2009/3/1,No
5329,2014/7/5,No
5330,2010/4/18,No
5331,2012/9/12,No
5332,2009/11/26,No
5333,2011/9/17,No
5334,2009/7/28,No
5335,2011/7/30,No
5336,2011/7/9,No
5337,2015/7/31,No
5338,2017/2/27,No
5339,2014/5/20,Yes
5340,2016/7/4,No
5341,2012/7/3,No
5342,2011/7/30,No
5343,2011/8/18,No
5344,2015/7/9,No
5345,2014/5/9,No
5346,2016/4/8,No
5347,2016/8/10,No
5348,2010/12/30,No
5349,2011/8/16,No
5350,2012/10/17,No
5351,2013/5/2,No
5352,2013/4/11,No
5353,2014/5/30,No
5354,2012/11/21,No
5355,2008/11/10,No
5356,2008/7/13,No
5357,2013/6/1,Yes
5358,2014/9/5,No
5359,2017/4/5,No
5360,2012/2/16,No
5361,2013/12/28,No
5362,2015/4/23,Yes
5363,2015/4/25,Yes
5364,2015/3/16,No
5365,2011/5/16,No
5366,2010/7/18,No
5367,2013/6/11,No
5368,2013/1/25,Yes
5369,2011/9/1,No
5370,2013/3/9,No
5371,2012/10/4,No
5372,2012/2/6,No
5373,2013/12/12,No
5374,2014/12/17,No
5375,2011/9/28,Yes
5376,2016/10/29,No
5377,2013/6/23,No
5378,2017/5/12,No
5379,2015/7/28,No
5380,2015/1/20,No
5381,2013/6/27,No
5382,2013/6/26,Yes
5383,2014/4/4,Yes
5384,2012/10/17,No
5385,2015/10/8,No
5386,2010/2/10,No
5387,2017/1/2,No
5388,2011/12/4,No
5389,2014/4/12,No
5390,2009/9/17,No
5391,2016/2/21,No
5392,2015/10/6,No
5393,2009/6/24,No
5394,2017/5/5,No
5395,2015/12/1,No
5396,2012/1/12,No
5397,2016/3/18,Yes
5398,2017/4/4,No
5399,2012/2/28,No
5400,2012/5/14,No
5401,2014/8/4,No
5402,2009/6/21,No
5403,2016/10/29,No
5404,2010/3/30,No
5405,2009/1/14,No
5406,2017/1/15,No
5407,2014/9/11,No
5408,2013/11/13,Yes
5409,2016/12/25,No
5410,2013/4/17,No
5411,2010/12/18,No
5412,2015/9/1,No
5413,2012/11/6,No
5414,2016/7/18,No
5415,2016/5/27,No
5416,2014/8/27,No
5417,2013/9/22,No
5418,2010/7/17,No
5419,2010/7/30,Yes
5420,2014/10/5,No
5421,2017/1/26,No
5422,2015/10/10,No
5423,2013/6/23,No
5424,2012/3/21,Yes
5425,2016/1/24,No
5426,2016/7/28,No
5427,2016/8/8,No
5428,2009/6/5,No
5429,2013/8/6,No
5430,2009/1/19,No
5431,2014/6/17,No
5432,2014/3/24,No
5433,2015/4/25,No
5434,2012/9/17,No
5435,2013/12/23,Yes
5436,2014/6/19,Yes
5437,2011/8/3,No
5438,2010/5/16,No
5439,2009/10/1,Yes
5440,2009/3/5,No
5441,2013/9/30,No
5442,2010/8/11,Yes
5443,2011/8/28,No
5444,2016/7/2,No
5445,2008/12/7,No
5446,2014/9/3,No
5447,2015/12/18,No
5448,2014/3/13,No
5449,2012/3/15,Yes
5450,2010/3/31,No
5451,2011/1/4,No
5452,2015/7/20,No
5453,2014/5/6,No
5454,2017/5/6,No
5455,2010/2/2,No
5456,2009/3/9,No
5457,2013/12/12,No
5458,2014/3/5,No
5459,2016/7/17,No
5460,2012/3/1,No
5461,2016/5/1,No
5462,2012/2/14,No
5463,2013/9/24,No
5464,2013/7/3,No
5465,2015/11/8,No
5466,2017/5/18,No
5467,2016/8/31,No
5468,2008/12/1,No
5469,2013/3/11,Yes
5470,2015/1/12,No
5471,2017/3/20,No
5472,2017/2/8,Yes
5473,2010/8/24,No
5474,2012/5/14,Yes
5475,2009/4/17,No
5476,2009/4/5,No
5477,2014/1/3,No
5478,2013/12/8,No
5479,2011/2/19,Yes
5480,2011/7/3,No
5481,2015/5/26,No
5482,2010/12/6,No
5483,2009/4/11,No
5484,2016/7/11,No
5485,2016/12/7,No
5486,2012/8/2,No
5487,2009/7/30,No
5488,2013/3/27,No
5489,2015/2/25,No
5490,2014/9/27,Yes
5491,2011/3/2,No
5492,2013/4/8,No
5493,2013/10/17,Yes
5494,2017/4/13,No
5495,2016/10/19,No
5496,2014/8/2,No
5497,2014/1/17,No
5498,2016/7/1,Yes
5499,2014/3/20,No
5500,2009/12/2,No
5501,2011/12/24,No
5502,2014/8/16,No
5503,2014/8/19,No
5504,2013/11/24,No
5505,2015/8/19,No
5506,2016/12/17,No
5507,2014/12/31,Yes
5508,2016/8/6,No
5509,2010/5/23,No
5510,2016/1/8,No
5511,2014/8/17,No
5512,2009/6/9,No
5513,2010/2/12,No
5514,2016/8/12,No
5515,2012/6/23,Yes
5516,2008/12/9,No
5517,2007/11/15,No
5518,2012/3/17,Yes
5519,2016/11/10,No
5520,2010/5/29,Yes
5521,2014/7/18,No
5522,2016/1/2,No
5523,2012/3/26,No
5524,2009/12/30,No
5525,2016/6/23,No
5526,2014/10/22,No
5527,2013/3/27,No
5528,2016/6/28,No
5529,2014/4/15,No
5530,2017/5/29,No
5531,2010/7/2,No
5532,2010/3/13,No
5533,2016/2/14,No
5534,2016/3/26,Yes
5535,2014/10/15,No
5536,2013/3/13,No
5537,2013/10/10,No
5538,2009/2/15,No
5539,2017/4/24,Yes
5540,2012/6/14,No
5541,2014/10/8,No
5542,2010/4/26,No
5543,2016/8/20,No
5544,2013/3/18,No
5545,2017/6/16,No
5546,2016/12/7,No
5547,2014/6/6,Yes
5548,2013/4/14,No
5549,2016/7/10,No
5550,2015/6/11,No
5551,2009/10/29,No
5552,2014/9/8,No
5553,2012/7/27,Yes
5554,2009/6/28,No
5555,2009/3/7,No
5556,2016/8/26,No
5557,2011/2/7,No
5558,2014/7/7,Yes
5559,2015/12/31,No
5560,2009/7/7,No
5561,2011/3/27,Yes
5562,2016/1/27,No
5563,2009/6/6,No
5564,2012/2/11,Yes
5565,2010/4/27,No
5566,2011/3/17,No
5567,2009/6/30,Yes
5568,2015/6/10,No
5569,2015/11/6,Yes
5570,2010/8/16,No
5571,2013/6/4,No
5572,2012/6/7,No
5573,2014/12/25,Yes
5574,2009/5/29,No
5575,2013/12/11,No
5576,2014/11/20,No
5577,2017/6/7,Yes
5578,2016/9/14,No
5579,2010/4/27,No
5580,2014/3/23,No
5581,2009/2/12,No
5582,2014/2/24,No
5583,2010/5/28,No
5584,2011/10/24,No
5585,2010/8/1,No
5586,2015/8/1,Yes
5587,2013/4/2,No
5588,2015/7/19,No
5589,2014/10/5,No
5590,2013/11/22,No
5591,2009/4/5,No
5592,2009/12/3,No
5593,2010/3/19,No
5594,2009/7/28,No
5595,2016/11/26,No
5596,2016/12/10,No
5597,2016/5/16,No
5598,2010/12/26,No
5599,2013/11/28,No
5600,2016/7/2,No
5601,2011/8/14,Yes
5602,2017/5/11,No
5603,2011/8/29,No
5604,2012/11/28,No
5605,2010/5/5,No
5606,2013/9/30,No
5607,2014/9/6,No
5608,2013/11/2,No
5609,2011/5/6,No
5610,2009/2/10,No
5611,2014/4/28,No
5612,2017/3/29,No
5613,2013/11/8,Yes
5614,2014/2/25,No
5615,2011/3/26,No
5616,2015/12/29,No
5617,2012/11/15,No
5618,2017/2/21,No
5619,2016/5/20,No
5620,2016/5/4,No
5621,2014/7/26,No
5622,2014/10/26,No
5623,2010/1/14,Yes
5624,2013/3/28,Yes
5625,2014/6/12,No
5626,2010/5/3,No
5627,2014/7/27,No
5628,2009/10/27,No
5629,2010/6/7,No
5630,2015/2/22,Yes
5631,2017/4/15,No
5632,2011/5/7,No
5633,2014/12/31,No
5634,2012/10/5,No
5635,2011/6/6,No
5636,2014/2/8,No
5637,2011/3/31,Yes
5638,2010/12/6,No
5639,2012/10/20,No
5640,2011/6/6,No
5641,2014/9/1,Yes
5642,2015/12/20,Yes
5643,2012/10/23,No
5644,2016/7/29,No
5645,2016/7/2,No
5646,2012/7/20,No
5647,2016/7/27,No
5648,2009/8/31,No
5649,2016/2/20,No
5650,2010/10/18,No
5651,2015/1/29,No
5652,2009/3/7,No
5653,2010/3/7,No
5654,2015/7/29,No
5655,2016/7/4,No
5656,2013/6/3,No
5657,2009/1/14,No
5658,2016/6/26,No
5659,2011/7/4,No
5660,2011/5/4,No
5661,2011/6/9,No
5662,2011/6/22,Yes
5663,2013/3/17,No
5664,2012/4/27,No
5665,2011/8/17,Yes
5666,2012/3/1,No
5667,2015/7/4,No
5668,2009/1/2,No
5669,2015/4/19,No
5670,2013/5/19,Yes
5671,2015/2/23,No
5672,2012/8/17,No
5673,2015/3/17,No
5674,2014/9/7,No
5675,2017/6/2,No
5676,2012/11/5,No
5677,2009/12/5,No
5678,2010/5/1,Yes
5679,2015/10/17,No
5680,2013/10/20,No
5681,2013/11/5,No
5682,2010/3/14,No
5683,2010/8/20,No
5684,2016/10/12,Yes
5685,2009/6/18,No
5686,2014/2/3,No
5687,2013/3/31,No
5688,2013/12/11,No
5689,2015/12/29,No
5690,2011/3/31,No
5691,2015/10/5,No
5692,2016/9/26,No
5693,2013/7/20,No
5694,2017/1/16,Yes
5695,2012/10/4,No
5696,2013/5/10,No
5697,2009/9/24,No
5698,2008/5/13,No
5699,2012/2/2,No
5700,2011/8/10,No
5701,2012/4/18,Yes
5702,2015/12/25,No
5703,2010/6/4,No
5704,2011/10/9,No
5705,2013/1/4,No
5706,2016/9/21,No
5707,2014/10/17,No
5708,2009/6/3,No
5709,2009/6/16,No
5710,2010/11/22,No
5711,2016/6/26,No
5712,2013/3/21,No
5713,2010/4/9,No
5714,2017/4/5,No
5715,2010/1/4,No
5716,2017/2/25,No
5717,2008/10/16,No
5718,2013/9/17,Yes
5719,2008/10/10,No
5720,2009/10/1,No
5721,2015/1/17,No
5722,2011/5/24,Yes
5723,2017/3/14,No
5724,2014/5/18,Yes
5725,2013/7/12,No
5726,2016/1/12,Yes
5727,2010/7/15,Yes
5728,2011/11/28,No
5729,2010/4/24,No
5730,2013/12/3,No
5731,2016/12/30,Yes
5732,2010/10/11,No
5733,2014/2/1,No
5734,2014/4/4,No
5735,2013/4/18,No
5736,2011/8/27,Yes
5737,2016/11/1,No
5738,2014/7/31,No
5739,2016/11/17,No
5740,2012/9/19,No
5741,2009/7/30,Yes
5742,2016/7/7,No
5743,2017/5/22,No
5744,2013/3/4,No
5745,2015/9/8,No
5746,2011/10/10,No
5747,2012/4/26,No
5748,2013/12/13,No
5749,2009/9/28,No
5750,2014/10/11,No
5751,2010/11/21,No
5752,2010/9/16,No
5753,2015/2/22,No
5754,2013/7/18,Yes
5755,2011/1/10,Yes
5756,2015/10/3,No
5757,2010/10/23,No
5758,2009/10/12,No
5759,2011/1/5,No
5760,2009/6/17,No
5761,2015/3/4,No
5762,2010/10/5,No
5763,2012/9/9,No
5764,2015/7/1,No
5765,2016/8/5,No
5766,2008/10/19,No
5767,2016/12/20,No
5768,2012/1/14,No
5769,2014/1/14,No
5770,2010/5/28,Yes
5771,2011/2/13,No
5772,2013/8/4,Yes
5773,2012/5/2,No
5774,2011/9/9,Yes
5775,2009/10/8,No
5776,2011/1/27,No
5777,2012/4/25,No
5778,2016/6/5,Yes
5779,2009/11/10,No
5780,2009/8/6,No
5781,2014/5/22,No
5782,2015/4/3,No
5783,2013/8/7,No
5784,2009/3/7,No
5785,2013/5/15,No
5786,2010/12/12,No
5787,2009/5/25,No
5788,2015/5/3,No
5789,2010/2/2,No
5790,2010/12/31,No
5791,2013/5/21,No
5792,2015/6/1,No
5793,2015/5/21,No
5794,2013/5/6,No
5795,2011/6/20,No
5796,2012/6/26,No
5797,2009/6/25,No
5798,2014/3/26,Yes
5799,2013/3/13,No
5800,2014/10/18,No
5801,2012/5/25,Yes
5802,2011/8/25,No
5803,2014/9/7,No
5804,2015/6/10,Yes
5805,2017/4/29,No
5806,2014/8/7,No
5807,2015/2/19,No
5808,2017/2/8,Yes
5809,2012/3/31,No
5810,2012/10/31,No
5811,2016/1/25,No
5812,2016/5/3,No
5813,2009/12/4,No
5814,2016/8/11,No
5815,2015/1/17,No
5816,2012/10/9,No
5817,2010/3/5,Yes
5818,2010/12/19,Yes
5819,2011/10/25,Yes
5820,2013/7/10,No
5821,2009/11/29,No
5822,2013/3/6,No
5823,2010/4/14,No
5824,2017/3/7,No
5825,2015/11/15,No
5826,2015/1/28,No
5827,2015/7/4,No
5828,2009/9/25,No
5829,2014/3/25,No
5830,2011/11/17,No
5831,2011/11/1,No
5832,2014/6/8,No
5833,2009/3/14,No
5834,2015/1/22,No
5835,2016/6/10,No
5836,2011/1/8,Yes
5837,2012/4/7,No
5838,2017/2/21,No
5839,2013/3/5,No
5840,2012/9/10,No
5841,2010/1/4,No
5842,2011/9/14,No
5843,2011/8/13,No
5844,2015/12/22,No
5845,2012/4/30,No
5846,2015/2/26,Yes
5847,2016/6/18,No
5848,2010/8/22,No
5849,2015/10/6,No
5850,2016/4/21,Yes
5851,2008/10/17,No
5852,2009/10/28,No
5853,2015/7/14,No
5854,2016/2/28,No
5855,2011/3/23,No
5856,2014/10/29,No
5857,2016/6/15,No
5858,2016/11/17,No
5859,2017/3/28,No
5860,2014/6/26,No
5861,2009/6/27,No
5862,2016/11/10,No
5863,2013/12/21,No
5864,2013/8/14,No
5865,2008/12/25,No
5866,2012/6/12,No
5867,2016/3/13,No
5868,2014/12/13,No
5869,2015/12/19,No
5870,2013/4/24,No
5871,2014/3/6,No
5872,2016/7/29,No
5873,2009/1/12,No
5874,2016/6/2,No
5875,2009/9/17,No
5876,2014/10/15,No
5877,2016/10/3,No
5878,2015/8/15,No
5879,2011/6/24,Yes
5880,2012/2/3,No
5881,2010/11/17,No
5882,2015/9/12,No
5883,2015/4/17,No
5884,2014/12/22,No
5885,2017/1/28,No
5886,2015/2/27,Yes
5887,2017/5/10,No
5888,2010/10/17,No
5889,2012/11/1,Yes
5890,2015/4/24,No
5891,2011/2/4,No
5892,2012/2/13,No
5893,2013/12/22,Yes
5894,2009/8/2,No
5895,2012/11/23,No
5896,2012/9/19,No
5897,2016/5/14,No
5898,2011/6/27,No
5899,2013/11/23,No
5900,2014/3/22,No
5901,2016/4/18,No
5902,2015/2/16,No
5903,2009/8/12,No
5904,2015/4/2,No
5905,2014/7/10,No
5906,2015/5/12,No
5907,2013/1/8,Yes
5908,2012/4/4,No
5909,2012/4/3,No
5910,2016/10/20,No
5911,2012/2/24,No
5912,2011/1/21,No
5913,2014/2/7,No
5914,2014/8/19,No
5915,2017/5/18,No
5916,2013/11/16,No
5917,2012/8/24,Yes
5918,2011/6/21,Yes
5919,2015/10/24,No
5920,2013/4/16,No
5921,2013/8/20,No
5922,2016/6/27,No
5923,2011/2/11,Yes
5924,2015/7/2,No
5925,2009/7/12,No
5926,2016/1/13,No
5927,2013/6/29,Yes
5928,2015/2/10,No
5929,2011/1/19,No
5930,2010/11/14,No
5931,2009/6/18,No
5932,2013/11/26,No
5933,2010/6/20,No
5934,2016/6/15,No
5935,2014/10/1,No
5936,2016/1/14,No
5937,2012/1/21,No
5938,2017/5/20,No
5939,2011/8/25,No
5940,2014/3/3,No
5941,2010/10/9,No
5942,2014/1/26,No
5943,2016/9/3,No
5944,2010/8/19,No
5945,2017/6/22,Yes
5946,2014/3/5,No
5947,2010/1/16,No
5948,2016/10/21,No
5949,2014/9/16,No
5950,2009/8/31,No
5951,2012/4/15,No
5952,2013/10/4,No
5953,2015/1/4,No
5954,2017/6/12,No
5955,2011/1/12,Yes
5956,2014/2/27,No
5957,2012/9/19,No
5958,2014/1/7,No
5959,2014/10/27,No
5960,2010/7/5,Yes
5961,2017/6/24,No
5962,2016/1/19,No
5963,2015/1/3,No
5964,2012/1/13,No
5965,2011/11/25,No
5966,2010/11/22,No
5967,2012/4/23,No
5968,2013/11/12,Yes
5969,2015/9/18,No
5970,2016/10/12,No
5971,2012/11/25,No
5972,2015/3/4,No
5973,2009/4/25,No
5974,2013/12/4,Yes
5975,2014/11/18,No
5976,2015/11/21,No
5977,2009/10/24,No
5978,2017/5/14,No
5979,2015/5/8,No
5980,2015/6/29,No
5981,2015/9/8,No
5982,2012/3/11,No
5983,2010/10/20,No
5984,2017/6/21,No
5985,2010/2/13,No
5986,2011/2/2,No
5987,2014/3/2,No
5988,2017/3/29,Yes
5989,2015/7/24,No
5990,2015/10/3,No
5991,2011/10/7,No
5992,2015/7/18,No
5993,2009/9/28,No
5994,2014/11/28,No
5995,2009/10/4,Yes
5996,2014/7/6,No
5997,2015/1/25,Yes
5998,2015/9/4,No
5999,2014/4/24,No
6000,2010/12/30,No
6001,2011/3/22,No
6002,2015/8/25,No
6003,2014/1/23,No
6004,2010/7/23,No
6005,2013/8/14,Yes
6006,2017/4/15,No
6007,2010/1/14,No
6008,2010/6/11,No
6009,2009/10/10,No
6010,2013/8/2,Yes
6011,2009/10/22,No
6012,2014/1/31,No
6013,2013/7/27,No
6014,2013/10/29,No
6015,2011/8/26,No
6016,2014/11/4,No
6017,2017/5/2,No
6018,2017/2/16,No
6019,2009/8/20,No
6020,2016/9/23,No
6021,2016/1/7,No
6022,2011/9/27,No
6023,2010/8/10,Yes
6024,2014/9/20,No
6025,2015/7/3,No
6026,2011/10/15,No
6027,2009/7/5,No
6028,2016/1/5,No
6029,2015/6/1,No
6030,2015/7/17,No
6031,2011/6/7,No
6032,2015/3/10,No
6033,2015/11/3,No
6034,2009/8/29,No
6035,2012/10/16,No
6036,2016/1/24,No
6037,2013/1/10,No
6038,2010/10/22,No
6039,2010/5/15,No
6040,2009/8/23,No
6041,2014/8/26,Yes
6042,2010/8/12,No
6043,2017/4/30,No
6044,2015/3/26,No
6045,2016/11/28,No
6046,2016/12/30,No
6047,2017/3/27,Yes
6048,2009/9/28,No
6049,2014/4/1,No
6050,2015/1/16,No
6051,2009/7/25,No
6052,2016/11/1,No
6053,2017/2/17,No
6054,2013/10/27,No
6055,2013/8/23,No
6056,2011/9/2,No
6057,2011/3/1,Yes
6058,2016/11/7,No
6059,2017/4/29,No
6060,2012/5/11,No
6061,2013/8/10,No
6062,2013/6/4,No
6063,2016/11/24,No
6064,2016/12/23,No
6065,2009/9/14,No
6066,2012/9/26,No
6067,2013/6/23,No
6068,2014/7/26,Yes
6069,2008/1/8,No
6070,2016/11/23,No
6071,2014/7/1,No
6072,2016/7/2,No
6073,2016/1/3,No
6074,2013/3/28,No
6075,2012/8/24,No
6076,2012/3/13,No
6077,2012/5/11,No
6078,2015/7/6,No
6079,2010/12/1,Yes
6080,2015/5/12,No
6081,2011/12/17,No
6082,2012/9/30,Yes
6083,2013/6/12,Yes
6084,2014/11/30,No
6085,2014/1/23,No
6086,2017/2/27,No
6087,2017/1/17,No
6088,2013/10/18,No
6089,2010/9/30,No
6090,2012/5/8,No
6091,2012/9/7,Yes
6092,2014/9/2,No
6093,2016/4/12,Yes
6094,2014/7/9,No
6095,2014/11/15,Yes
6096,2009/4/30,No
6097,2010/6/20,No
6098,2013/12/15,No
6099,2016/10/17,Yes
6100,2012/4/1,No
6101,2015/10/23,No
6102,2015/1/11,No
6103,2014/4/19,No
6104,2015/11/17,No
6105,2011/9/10,No
6106,2009/10/31,No
6107,2009/10/6,No
6108,2011/8/16,No
6109,2011/8/1,No
6110,2009/5/10,No
6111,2015/6/20,No
6112,2013/1/8,Yes
6113,2015/6/26,No
6114,2014/1/8,No
6115,2011/11/7,No
6116,2012/6/3,Yes
6117,2014/2/24,No
6118,2013/5/25,No
6119,2013/1/3,No
6120,2009/1/18,No
6121,2008/10/26,No
6122,2012/6/25,Yes
6123,2013/1/13,No
6124,2012/3/9,No
6125,2013/9/22,Yes
6126,2013/8/3,No
6127,2012/6/11,No
6128,2011/6/24,Yes
6129,2012/4/21,Yes
6130,2015/5/31,Yes
6131,2009/2/17,No
6132,2011/6/5,No
6133,2012/4/6,No
6134,2013/8/5,No
6135,2016/9/24,No
6136,2011/11/11,No
6137,2016/11/19,No
6138,2014/7/28,Yes
6139,2014/9/27,Yes
6140,2011/9/7,No
6141,2016/4/26,No
6142,2012/9/25,No
6143,2012/1/25,No
6144,2015/4/14,No
6145,2015/5/18,No
6146,2013/6/12,No
6147,2014/8/4,No
6148,2009/8/11,Yes
6149,2011/11/6,No
6150,2011/10/7,No
6151,2017/4/22,No
6152,2010/4/20,Yes
6153,2013/9/30,No
6154,2009/6/16,No
6155,2009/6/27,Yes
6156,2017/3/20,No
6157,2012/11/18,No
6158,2017/3/18,No
6159,2010/9/21,No
6160,2011/2/28,No
6161,2013/5/22,Yes
6162,2009/5/7,No
6163,2013/6/16,No
6164,2009/3/11,No
6165,2016/5/27,No
6166,2016/9/10,No
6167,2014/3/30,No
6168,2015/5/8,No
6169,2009/12/23,No
6170,2009/8/19,No
6171,2009/10/8,No
6172,2016/6/3,Yes
6173,2013/10/31,No
6174,2010/1/15,No
6175,2015/8/12,Yes
6176,2010/11/23,No
6177,2016/2/13,No
6178,2014/5/21,No
6179,2017/5/18,No
6180,2017/1/9,No
6181,2015/4/28,No
6182,2017/2/14,Yes
6183,2013/5/18,Yes
6184,2011/12/23,No
6185,2010/1/11,No
6186,2015/1/31,No
6187,2011/7/21,Yes
6188,2011/5/19,Yes
6189,2009/9/19,Yes
6190,2015/8/6,No
6191,2014/9/8,No
6192,2016/8/19,No
6193,2014/5/14,No
6194,2014/12/14,No
6195,2014/6/2,Yes
6196,2011/2/23,No
6197,2010/4/1,No
6198,2012/2/27,Yes
6199,2012/5/7,No
6200,2015/10/11,No
6201,2009/5/1,No
6202,2017/6/20,No
6203,2016/4/8,No
6204,2014/1/4,No
6205,2010/1/12,Yes
6206,2016/12/29,No
6207,2011/6/25,No
6208,2013/3/14,No
6209,2011/11/12,No
6210,2014/5/11,No
6211,2016/1/3,Yes
6212,2014/9/17,No
6213,2011/3/13,No
6214,2012/1/27,No
6215,2012/2/16,No
6216,2014/6/20,No
6217,2009/4/23,No
6218,2014/2/12,No
6219,2015/4/20,No
6220,2011/6/14,Yes
6221,2013/5/13,No
6222,2017/6/14,No
6223,2015/2/21,No
6224,2009/3/27,No
6225,2016/2/7,No
6226,2009/12/30,No
6227,2015/3/28,No
6228,2010/5/4,No
6229,2012/8/10,No
6230,2010/5/22,No
6231,2012/4/24,No
6232,2010/11/30,No
6233,2013/6/10,Yes
6234,2015/10/17,No
6235,2013/3/28,No
6236,2015/12/24,No
6237,2012/5/19,No
6238,2009/12/17,No
6239,2016/4/26,No
6240,2013/7/1,No
6241,2009/3/31,No
6242,2014/3/5,Yes
6243,2009/10/20,No
6244,2015/2/9,No
6245,2010/8/28,No
6246,2010/6/29,No
6247,2014/11/4,No
6248,2017/6/18,No
6249,2010/7/26,No
6250,2016/2/18,No
6251,2014/3/1,No
6252,2014/2/14,Yes
6253,2016/7/3,Yes
6254,2009/5/9,No
6255,2014/1/16,No
6256,2012/11/24,No
6257,2012/4/9,No
6258,2015/11/4,No
6259,2015/10/25,Yes
6260,2015/10/13,No
6261,2017/5/27,No
6262,2015/10/30,No
6263,2015/8/14,No
6264,2009/2/16,No
6265,2017/4/12,No
6266,2016/7/14,Yes
6267,2013/6/1,No
6268,2014/6/13,Yes
6269,2017/3/25,No
6270,2013/5/11,No
6271,2016/8/24,Yes
6272,2011/10/11,Yes
6273,2016/2/25,Yes
6274,2015/10/20,No
6275,2016/7/26,No
6276,2013/7/2,No
6277,2013/8/2,No
6278,2009/12/29,Yes
6279,2015/1/8,Yes
6280,2010/1/23,No
6281,2014/4/5,No
6282,2015/11/1,Yes
6283,2014/3/10,No
6284,2009/1/18,No
6285,2014/7/5,No
