Date,RainTomorrow
2014/10/6,No
2017/4/21,Yes
2008/3/15,No
2014/8/14,No
2011/8/1,No
2011/10/8,No
2014/4/18,No
2010/10/20,Yes
2012/8/27,No
2010/4/3,No
2013/1/11,No
2010/10/5,No
2012/9/15,No
2015/12/26,No
2017/5/5,No
2011/6/4,No
2016/6/10,No
2014/2/24,No
2014/4/30,No
2013/5/8,No
2010/7/11,No
2012/11/5,No
2015/5/6,No
2017/5/24,No
2016/4/9,No
2011/1/14,No
2012/4/17,No
2009/1/24,No
2012/8/9,No
2010/8/15,Yes
2013/5/29,No
2012/7/9,No
2010/7/1,No
2015/1/9,No
2015/6/2,No
2009/7/23,No
2015/11/12,No
2017/3/20,Yes
2009/2/20,No
2016/11/18,No
2013/11/16,No
2010/4/7,No
2016/8/17,No
2010/6/25,Yes
2016/12/23,No
2014/1/25,No
2015/7/1,Yes
2011/11/28,No
2013/4/5,No
2011/8/20,No
2017/4/18,No
2016/10/17,No
2015/3/24,No
2011/3/26,No
2012/11/28,No
2012/10/30,No
2016/9/24,No
2016/6/13,No
2015/2/6,Yes
2010/6/11,No
2010/6/20,No
2011/1/28,No
2010/8/15,No
2010/10/17,No
2011/1/7,No
2016/12/14,No
2014/9/28,Yes
2013/7/15,No
2016/12/22,No
2011/8/29,Yes
2013/10/26,No
2017/4/3,No
2011/12/26,Yes
2012/6/12,No
2012/2/8,Yes
2011/11/11,No
2009/6/5,No
2014/1/15,No
2010/5/17,No
2016/7/6,No
2016/7/10,Yes
2015/9/18,No
2010/10/21,No
2010/7/8,No
2010/6/16,No
2015/3/20,No
2012/3/14,No
2009/1/17,Yes
2014/4/1,No
2014/8/31,No
2012/7/17,No
2015/2/6,No
2015/7/31,Yes
2013/11/2,No
2012/7/3,No
2012/5/28,No
2009/10/10,No
2009/3/19,No
2008/8/15,Yes
2012/7/17,No
2009/8/9,No
2010/9/7,No
2012/2/9,No
2011/6/7,No
2010/9/23,No
2012/2/4,No
2015/9/11,No
2011/10/7,No
2013/3/25,No
2009/7/8,No
2014/4/20,Yes
2010/11/25,No
2014/4/6,No
2012/11/10,No
2015/8/27,No
2014/3/16,No
2009/7/21,No
2015/6/19,No
2009/3/31,Yes
2014/11/28,No
2010/3/1,No
2012/4/28,No
2012/10/3,No
2014/12/21,No
2017/5/21,Yes
2008/8/10,No
2016/4/30,No
2013/9/27,No
2017/1/7,No
2014/6/26,No
2012/11/22,No
2012/9/15,No
2013/10/5,No
2015/8/18,No
2013/3/24,No
2010/5/23,No
2013/10/13,No
2009/3/4,No
2009/12/1,No
2013/5/7,No
2016/5/6,No
2013/9/20,No
2010/6/14,No
2009/7/8,No
2012/4/4,No
2016/11/21,No
2013/10/21,No
2011/7/15,No
2011/10/22,No
2009/9/21,No
2015/3/27,No
2010/10/21,No
2009/4/30,Yes
2017/2/24,No
2014/3/18,No
2011/8/8,Yes
2011/1/13,Yes
2016/9/11,No
2015/8/17,No
2016/2/13,No
2014/6/2,No
2016/1/18,No
2013/11/28,No
2010/11/10,No
2009/2/11,No
2016/1/11,No
2012/1/13,No
2013/5/4,No
2013/12/24,No
2014/7/14,No
2011/3/7,No
2010/10/12,No
2010/7/12,Yes
2012/3/8,No
2014/6/15,No
2011/2/15,Yes
2015/7/17,No
2015/10/30,No
2014/6/3,No
2013/12/16,No
2016/2/15,No
2012/9/1,No
2014/1/11,No
2009/5/22,Yes
2010/8/4,No
2010/1/4,No
2011/1/30,No
2009/3/4,No
2015/7/21,No
2009/10/22,No
2009/6/20,Yes
2010/6/16,Yes
2013/5/18,No
2011/8/21,Yes
2010/1/30,No
2016/8/12,No
2016/9/14,Yes
2009/5/30,No
2010/7/28,Yes
2012/8/20,No
2014/7/26,No
2015/1/5,Yes
2014/10/21,No
2015/3/27,Yes
2013/5/29,No
2016/1/2,No
2014/9/14,No
2009/7/16,No
2014/6/19,No
2015/11/15,No
2014/9/16,No
2014/1/15,No
2015/1/21,Yes
2014/1/16,No
2016/1/1,No
2013/8/1,No
2015/5/21,Yes
2014/2/25,No
2012/4/6,No
2017/4/9,No
2016/11/4,No
2016/4/22,Yes
2013/1/31,Yes
2012/11/4,No
2014/12/19,No
2016/12/12,No
2012/8/29,No
2015/6/19,No
2010/12/27,No
2014/4/4,No
2011/1/2,No
2015/6/14,No
2014/12/8,No
2012/5/7,No
2015/11/21,No
2014/3/14,No
2015/2/19,Yes
2010/5/25,Yes
2015/9/7,No
2017/2/28,No
2016/2/14,No
2016/10/15,No
2013/7/9,Yes
2014/3/13,No
2015/2/23,No
2015/4/11,No
2014/8/5,No
2009/7/31,No
2016/8/13,Yes
2009/8/20,No
2016/11/1,No
2013/5/9,No
2010/11/3,No
2011/8/20,No
2011/12/4,No
2016/2/26,No
2009/7/7,No
2012/8/27,No
2014/7/19,No
2012/8/7,No
2012/11/14,No
2009/10/29,No
2012/8/19,Yes
2012/6/28,Yes
2009/9/21,No
2016/5/22,No
2015/9/20,No
2009/6/26,Yes
2013/1/18,No
2011/7/21,No
2010/3/9,No
2014/7/22,No
2011/8/21,No
2011/10/16,No
2011/7/20,No
2009/8/26,No
2011/7/15,No
2013/4/15,No
2014/6/8,No
2010/3/11,No
2009/6/2,No
2009/10/9,No
2017/1/29,Yes
2013/1/5,No
2014/10/5,No
2014/8/7,Yes
2013/11/5,No
2010/11/22,No
2014/10/10,No
2017/5/15,Yes
2016/11/24,No
2014/9/5,No
2015/2/26,Yes
2014/6/6,No
2010/11/3,No
2017/5/12,No
2012/4/16,Yes
2010/12/14,No
2016/8/20,No
2010/6/13,No
2013/3/15,No
2017/2/13,No
2016/6/14,No
2015/12/27,No
2011/8/16,No
2016/5/9,Yes
2015/6/16,Yes
2016/10/28,No
2012/3/27,Yes
2012/6/28,Yes
2017/4/2,No
2016/1/12,No
2010/8/2,No
2011/11/7,No
2014/1/8,No
2016/5/26,Yes
2014/8/29,No
2010/9/30,No
2015/4/12,Yes
2017/6/16,No
2014/2/21,No
2013/8/5,No
2013/4/2,No
2017/5/11,No
2017/2/12,No
2015/4/22,No
2010/2/5,No
2009/12/26,No
2011/9/26,No
2008/5/1,No
2011/10/5,No
2014/12/27,No
2015/12/16,Yes
2009/1/6,No
2010/8/6,No
2014/9/10,No
2016/10/22,No
2013/9/24,No
2015/6/3,No
2017/1/6,Yes
2013/10/23,No
2010/1/28,No
2016/10/27,No
2016/9/16,No
2011/3/19,No
2014/9/13,No
2014/1/11,No
2013/10/30,No
2016/3/27,No
2009/9/25,No
2016/7/15,No
2017/1/15,No
2013/3/19,No
2017/6/11,Yes
2013/6/11,No
2014/11/2,No
2013/8/20,No
2011/12/15,No
2014/1/14,Yes
2014/1/3,No
2011/3/7,No
2010/5/10,Yes
2016/10/11,No
2015/1/18,No
2017/3/29,No
2009/10/1,No
2017/1/18,No
2009/7/8,No
2016/3/6,No
2012/7/24,No
2016/1/15,No
2010/6/13,No
2014/5/20,No
2012/6/29,Yes
2015/4/22,Yes
2017/3/29,No
2011/6/16,No
2014/6/16,No
2012/2/5,No
2013/5/24,No
2010/4/7,No
2015/8/3,No
2015/6/30,No
2016/8/15,No
2015/12/7,No
2009/2/15,No
2012/11/28,Yes
2011/5/23,No
2010/6/8,No
2011/3/1,Yes
2013/10/22,Yes
2009/5/17,No
2016/12/25,No
2012/10/6,No
2016/5/6,No
2015/3/31,No
2015/10/9,No
2015/11/6,No
2014/10/1,No
2010/6/6,No
2013/6/15,No
2016/8/30,Yes
2014/2/19,No
2012/4/12,No
2015/5/5,No
2012/5/4,Yes
2011/10/20,No
2016/9/27,No
2010/1/26,No
2011/7/10,Yes
2010/8/29,Yes
2009/5/29,No
2014/7/7,No
2010/3/2,Yes
2015/11/3,No
2015/10/29,No
2013/7/12,No
2013/12/2,No
2009/4/13,No
2010/9/23,No
2010/2/13,No
2016/8/24,Yes
2009/12/16,No
2016/3/9,No
2017/2/15,No
2011/6/22,No
2014/4/12,No
2017/3/31,No
2014/6/28,No
2009/9/29,No
2013/9/9,No
2014/11/10,No
2016/5/3,No
2015/10/30,No
2010/12/4,No
2016/3/10,No
2013/8/24,No
2016/1/18,No
2011/9/30,No
2008/12/13,Yes
2017/4/29,No
2009/5/4,No
2015/4/8,No
2013/9/17,No
2011/1/15,No
2015/6/16,Yes
2010/3/5,Yes
2013/1/23,No
2013/12/11,No
2015/9/11,Yes
2017/1/28,No
2016/8/31,Yes
2015/11/14,No
2012/1/7,No
2010/3/8,No
2016/5/16,No
2010/11/8,No
2013/9/28,No
2016/10/29,No
2009/1/29,No
2015/6/5,No
2014/4/10,No
2011/9/13,No
2016/6/12,No
2015/11/25,No
2013/11/12,Yes
2016/6/10,No
2015/8/21,Yes
2011/7/18,No
2011/5/23,No
2016/9/11,No
2012/7/9,No
2009/3/19,No
2010/4/29,No
2009/1/18,No
2010/8/12,No
2013/3/5,No
2017/5/23,No
2011/2/18,Yes
2010/4/4,No
2015/11/29,No
2014/5/5,No
2011/2/16,No
2015/6/30,No
2011/5/8,Yes
2017/6/20,No
2013/4/21,No
2012/11/9,No
2015/6/15,Yes
2010/6/3,No
2016/5/16,No
2013/9/18,No
2012/2/3,No
2016/8/15,No
2015/6/14,No
2016/3/27,Yes
2011/8/6,No
2014/9/7,No
2013/7/8,No
2011/3/5,No
2013/11/24,No
2011/9/12,No
2014/3/16,No
2009/2/24,No
2009/7/6,No
2014/9/25,No
2016/6/18,No
2012/6/4,Yes
2010/12/10,No
2015/7/19,No
2017/1/25,No
2009/10/28,No
2016/1/12,No
2008/11/1,No
2013/8/20,No
2013/7/11,No
2016/12/15,No
2015/11/24,No
2012/4/18,No
2013/10/5,No
2015/12/9,No
2016/12/29,No
2015/4/18,Yes
2009/8/26,No
2012/6/10,Yes
2013/5/2,Yes
2014/3/17,No
2014/7/25,No
2016/5/16,Yes
2010/1/14,No
2011/3/3,No
2012/10/4,No
2013/12/11,No
2016/5/12,No
2011/6/1,No
2009/5/3,No
2013/9/6,No
2013/7/21,No
2009/1/23,No
2014/3/7,No
2014/9/30,No
2011/11/30,No
2009/7/19,No
2010/9/3,No
2009/1/17,No
2017/2/27,No
2016/10/25,No
2014/5/9,No
2011/7/1,Yes
2013/3/11,Yes
2015/3/9,No
2009/11/5,No
2016/4/9,No
2017/2/1,No
2013/3/11,No
2015/10/30,No
2009/8/14,No
2013/5/8,No
2013/12/4,Yes
2011/6/2,No
2010/8/10,No
2015/12/23,No
2011/6/14,Yes
2011/5/22,Yes
2013/4/13,No
2015/1/25,No
2013/12/17,No
2016/1/13,No
2010/8/26,No
2010/11/3,No
2014/8/25,No
2009/10/1,No
2015/1/28,Yes
2012/4/17,No
2009/2/4,No
2012/9/13,No
2011/6/8,No
2013/6/28,Yes
2010/6/1,No
2010/2/16,No
2009/8/13,No
2008/9/16,No
2009/1/19,No
2011/1/20,No
2014/8/26,Yes
2013/11/15,No
2012/2/6,No
2011/6/26,No
2014/3/30,No
2014/9/10,No
2014/11/9,No
2015/5/2,Yes
2014/3/15,Yes
2016/2/1,No
2013/8/21,No
2016/3/24,No
2011/10/16,No
2009/2/23,No
2012/4/12,No
2017/5/18,No
2016/2/18,No
2013/6/14,No
2011/9/2,No
2015/8/6,No
2017/3/25,No
2014/10/17,No
2015/1/3,No
2010/8/13,No
2011/10/6,Yes
2010/3/17,No
2016/6/17,No
2011/6/17,No
2012/8/16,No
2011/1/5,No
2014/7/23,No
2014/11/16,Yes
2010/8/6,No
2017/1/28,No
2011/6/8,No
2014/5/29,No
2015/4/7,Yes
2011/12/11,No
2016/9/5,No
2009/1/6,No
2010/12/18,No
2013/12/30,No
2014/12/23,No
2015/7/7,No
2009/10/3,No
2010/1/26,No
2012/11/27,Yes
2014/3/7,No
2015/8/23,No
2010/9/16,No
2016/10/25,Yes
2013/3/26,No
2011/3/24,Yes
2013/10/29,No
2014/3/14,No
2011/5/6,No
2010/8/14,Yes
2010/6/4,Yes
2011/11/28,No
2015/2/8,No
2009/11/1,No
2015/4/18,Yes
2011/2/3,No
2011/1/11,Yes
2013/5/16,No
2014/2/15,No
2012/11/11,No
2014/9/19,No
2014/5/26,No
2013/7/28,No
2014/3/6,No
2013/6/29,Yes
2015/7/23,Yes
2009/6/28,No
2009/7/21,No
2017/4/6,Yes
2014/1/23,No
2010/1/31,No
2017/1/4,No
2014/3/30,No
2009/10/8,No
2014/7/27,No
2013/10/18,No
2008/12/12,Yes
2011/6/18,No
2016/7/18,No
2013/11/28,No
2017/1/22,No
2013/10/14,Yes
2009/9/18,No
2014/12/24,No
2014/9/10,No
2015/2/17,No
2012/2/27,Yes
2011/6/17,No
2011/9/1,No
2013/1/25,No
2009/3/17,No
2016/9/18,Yes
2016/9/4,No
2011/6/1,No
2012/11/6,No
2013/8/16,No
2012/11/19,No
2015/12/2,No
2013/7/18,No
2015/8/10,No
2011/5/7,No
2012/4/12,No
2009/9/28,No
2013/9/13,No
2010/4/3,No
2014/12/11,Yes
2011/1/28,No
2009/5/19,Yes
2011/8/31,No
2016/7/25,No
2010/8/4,Yes
2009/2/14,No
2012/5/9,No
2011/3/14,No
2013/12/13,No
2017/6/9,Yes
2017/3/9,No
2011/8/25,No
2009/8/5,No
2010/9/26,No
2017/5/12,No
2011/12/4,No
2009/1/31,No
2012/7/18,Yes
2013/4/24,No
2013/12/9,No
2011/2/1,No
2014/4/11,Yes
2016/11/12,Yes
2014/3/21,No
2012/11/18,No
2012/1/31,No
2012/3/27,No
2013/1/22,No
2014/10/31,No
2009/6/29,Yes
2013/1/24,No
2015/12/9,No
2015/5/22,Yes
2013/5/3,Yes
2013/4/9,No
2009/8/12,No
2009/6/13,No
2017/6/8,No
2013/12/27,No
2013/10/14,No
2014/10/21,No
2009/8/13,No
2010/8/1,No
2012/4/17,Yes
2010/8/17,No
2015/11/21,No
2009/12/17,Yes
2012/4/5,No
2013/8/14,Yes
2013/7/31,No
2016/8/5,No
2009/2/16,Yes
2011/2/2,No
2009/2/25,No
2010/9/12,No
2016/5/5,No
2013/8/13,Yes
2016/7/25,Yes
2009/8/21,No
2013/11/3,No
2013/1/25,No
2011/6/28,No
2009/5/2,No
2015/7/30,Yes
2013/10/1,Yes
2015/3/31,No
2009/8/27,Yes
2012/8/9,No
2012/9/18,No
2015/9/12,No
2014/12/30,No
2009/4/26,Yes
2012/2/11,No
2017/3/1,No
2012/11/26,No
2012/9/2,No
2012/4/26,No
2015/12/6,Yes
2009/7/9,No
2016/4/4,No
2015/5/30,No
2014/3/18,No
2015/9/9,No
2013/10/9,No
2013/1/14,No
2010/2/14,No
2014/8/23,No
2016/8/18,Yes
2009/11/29,No
2012/4/13,No
2010/7/7,No
2009/5/3,No
2010/10/25,No
2013/9/3,No
2012/11/23,No
2013/8/2,No
2011/2/22,No
2012/9/3,No
2015/1/19,No
2014/9/9,No
2009/3/3,Yes
2013/12/22,No
2014/8/27,No
2013/9/23,No
2012/8/22,No
2014/9/30,No
2015/11/15,Yes
2014/6/21,Yes
2013/7/13,No
2011/6/10,No
2014/2/4,No
2013/10/5,No
2016/7/21,Yes
2017/5/27,No
2011/5/28,No
2016/8/19,Yes
2011/10/26,No
2014/12/15,No
2013/4/3,No
2013/1/10,No
2014/4/23,No
2010/7/1,No
2013/7/2,No
2013/10/28,No
2017/4/23,No
2011/6/29,No
2013/4/12,Yes
2013/5/12,No
2011/10/15,No
2013/8/20,Yes
2016/11/8,No
2009/11/8,No
2009/11/5,Yes
2010/4/7,No
2012/5/14,Yes
2014/6/7,No
2016/6/21,Yes
2011/11/22,No
2009/12/16,No
2009/9/14,Yes
2013/1/22,No
2013/7/25,Yes
2009/12/29,Yes
2013/6/6,Yes
2012/7/5,No
2013/4/13,No
2016/2/11,No
2016/12/2,No
2010/3/13,No
2016/1/21,Yes
2017/1/26,No
2011/6/3,No
2013/11/30,No
2009/2/12,Yes
2016/8/5,No
2012/5/8,No
2014/6/1,Yes
2011/9/1,No
2017/2/18,No
2010/3/18,Yes
2015/10/4,No
2010/11/10,No
2017/1/18,No
2014/7/10,No
2011/6/28,No
2014/9/22,No
2011/6/11,No
2011/11/26,Yes
2015/6/9,Yes
2012/6/16,No
2012/9/28,No
2016/8/20,Yes
2010/7/23,No
2011/3/12,Yes
2016/11/3,No
2011/3/31,No
2016/6/22,No
2015/9/28,No
2016/6/10,No
2016/4/30,No
2010/1/28,No
2016/9/7,No
2014/6/22,No
2015/12/14,No
2013/9/21,No
2016/10/8,No
2009/12/14,No
2009/2/26,No
2009/2/22,No
2016/6/21,No
2012/7/31,No
2013/8/22,No
2010/1/25,No
2012/5/4,No
2012/1/9,No
2009/6/12,No
2015/7/1,No
2012/7/16,Yes
2012/7/25,No
2010/8/10,No
2016/5/13,No
2010/3/10,No
2013/4/28,Yes
2011/6/10,No
2010/4/5,No
2010/3/29,No
2017/4/17,No
2015/3/7,No
2010/10/4,No
2015/4/22,No
2015/8/9,No
2017/5/12,No
2012/10/19,No
2016/10/13,No
2015/3/6,No
2014/6/26,No
2013/6/24,Yes
2015/3/18,No
2015/2/28,No
2015/5/28,No
2010/5/3,No
2017/4/15,No
2012/4/1,No
2013/5/28,No
2016/1/4,No
2011/3/6,Yes
2016/5/9,Yes
2013/5/28,No
2016/9/4,No
2016/10/18,No
2013/12/28,Yes
2014/4/24,No
2015/5/4,No
2013/9/14,No
2016/1/4,No
2013/11/16,No
2014/5/13,Yes
2015/5/17,No
2011/7/15,No
2011/12/8,No
2016/2/5,No
2014/12/27,No
2016/11/17,No
2015/8/14,No
2010/12/31,No
2011/1/13,Yes
2009/3/5,No
2009/4/20,No
2015/2/19,No
2011/2/2,No
2014/8/30,No
2012/10/19,No
2010/3/2,No
2016/9/29,Yes
2016/2/10,No
2008/11/20,No
2017/5/12,No
2010/12/14,No
2016/9/5,No
2010/6/16,No
2015/6/25,No
2014/7/28,No
2010/2/10,No
2013/1/11,No
2015/2/2,No
2016/4/21,No
2014/4/2,No
2014/8/6,No
2015/8/15,No
2010/9/9,No
2016/3/24,No
2012/2/16,No
2012/4/14,No
2013/6/22,No
2009/11/6,No
2014/12/28,No
2010/3/8,Yes
2010/2/5,No
2008/10/12,No
2011/8/29,No
2014/12/8,No
2015/2/25,No
2008/9/22,Yes
2015/6/9,No
2009/7/5,No
2012/9/15,No
2013/8/26,No
2012/9/23,No
2009/12/7,No
2014/11/19,No
2011/5/15,No
2010/12/19,Yes
2015/10/23,No
2014/10/22,No
2015/6/19,No
2012/6/1,No
2010/12/11,No
2012/5/14,No
2016/7/13,No
2009/5/4,No
2008/11/23,No
2015/8/20,No
2011/7/9,No
2009/12/4,No
2016/2/23,No
2014/7/26,No
2010/1/2,No
2011/7/22,No
2013/4/25,No
2009/6/10,No
2015/11/29,No
2009/3/3,No
2011/9/2,No
2010/5/16,No
2013/3/3,No
2012/6/8,No
2008/9/20,No
2017/6/17,No
2010/7/10,No
2009/9/25,No
2017/2/18,No
2015/4/28,No
2015/6/28,No
2013/10/13,No
2015/5/28,Yes
2013/5/6,No
2016/3/17,No
2009/8/2,No
2015/4/3,Yes
2016/1/7,No
2016/7/3,No
2012/5/16,No
2013/10/31,No
2013/12/17,Yes
2016/6/17,No
2012/11/24,No
2012/10/2,No
2009/1/8,No
2013/10/22,No
2011/12/27,No
2012/11/3,Yes
2015/11/11,Yes
2014/6/13,No
2013/5/8,Yes
2013/12/28,No
2011/11/18,No
2017/4/2,No
2016/8/12,No
2015/7/4,No
2013/6/17,No
2013/1/2,No
2015/1/26,No
2014/1/6,No
2014/10/5,No
2014/4/5,Yes
2015/11/26,Yes
2012/7/31,No
2016/6/28,No
2012/9/8,No
2015/3/5,No
2017/2/18,No
2013/1/19,No
2015/9/19,Yes
2013/6/23,No
2009/3/22,No
2010/6/15,No
2016/3/28,No
2015/12/23,No
2016/3/8,No
2013/9/20,Yes
2011/9/12,No
2016/5/12,No
2016/6/27,No
2011/9/21,No
2013/3/3,No
2010/11/10,No
2010/8/21,No
2011/6/20,No
2010/7/13,No
2010/12/31,No
2013/3/29,No
2015/7/26,No
2016/6/1,No
2011/6/9,No
2014/6/15,No
2012/11/13,No
2010/11/2,Yes
2012/7/28,No
2013/1/14,No
2017/6/10,No
2015/3/1,No
2008/12/10,No
2017/6/7,Yes
2010/1/18,No
2012/4/24,Yes
2009/2/14,No
2009/8/14,No
2016/6/1,No
2015/11/25,No
2015/7/30,Yes
2010/11/11,No
2014/6/3,Yes
2011/2/27,Yes
2011/9/5,No
2015/11/6,Yes
2010/4/13,No
2014/7/8,No
2013/6/13,No
2015/8/10,Yes
2016/5/31,Yes
2017/4/14,No
2013/6/22,No
2015/6/5,No
2011/12/16,No
2013/5/28,No
2010/6/25,No
2013/10/13,Yes
2014/3/17,No
2012/5/13,No
2013/5/4,No
2009/7/23,No
2015/10/8,No
2008/12/1,No
2017/3/31,No
2015/12/22,No
2010/7/6,No
2012/3/6,No
2016/5/17,No
2012/1/16,No
2014/8/26,Yes
2017/2/5,No
2008/12/23,No
2009/1/13,No
2015/11/8,Yes
2016/1/29,Yes
2013/11/18,Yes
2011/10/23,No
2014/4/17,No
2009/2/9,No
2016/4/18,Yes
2013/11/9,No
2013/9/11,No
2014/7/6,No
2011/6/14,No
2009/3/12,No
2009/5/6,No
2010/6/29,No
2011/1/21,No
2013/4/1,No
2014/12/19,No
2015/6/7,No
2016/9/29,Yes
2016/12/2,No
2015/1/10,Yes
2010/3/19,No
2013/12/2,No
2012/7/12,Yes
2015/4/17,No
2013/5/6,No
2011/12/11,No
2016/1/1,No
2011/7/4,No
2012/10/28,Yes
2015/6/2,No
2009/1/13,No
2010/1/31,No
2015/3/21,No
2012/3/3,Yes
2010/7/7,No
2016/2/19,No
2010/3/22,No
2016/11/1,Yes
2014/4/25,No
2015/12/24,No
2014/11/19,No
2013/7/27,No
2010/10/4,Yes
2017/3/27,No
2010/5/2,No
2015/5/9,No
2009/7/17,Yes
2014/7/12,Yes
2010/6/23,No
2010/12/10,No
2014/10/18,No
2015/7/19,No
2009/12/9,No
2014/12/22,No
2014/3/31,Yes
2017/5/20,No
2016/7/2,No
2008/9/19,No
2011/12/3,No
2013/1/16,No
2010/2/16,No
2014/11/20,Yes
2010/7/9,No
2014/10/30,No
2016/12/3,No
2017/4/23,No
2010/5/19,No
2015/3/11,No
2011/3/17,No
2015/2/9,No
2014/9/14,No
2016/7/24,Yes
2011/9/27,No
2016/2/1,No
2008/12/31,No
2009/8/17,No
2016/8/30,Yes
2016/11/4,No
2010/6/24,No
2014/2/15,No
2013/12/13,No
2015/5/20,Yes
2015/12/26,Yes
2014/8/1,No
2009/6/30,No
2017/5/6,No
2012/6/15,No
2016/5/13,No
2015/7/21,No
2010/11/17,No
2010/6/20,No
2010/2/26,No
2015/4/26,No
2009/5/12,No
2010/1/13,No
2017/4/2,No
2009/9/6,No
2016/1/23,No
2010/6/25,Yes
2012/8/9,No
2015/3/6,Yes
2010/8/1,No
2013/9/11,No
2013/8/27,No
2015/6/28,No
2009/12/4,No
2014/6/12,Yes
2009/9/7,No
2010/10/29,Yes
2017/5/12,No
2010/3/12,No
2010/2/18,No
2013/7/23,Yes
2015/3/27,No
2015/3/31,No
2009/5/11,No
2010/12/1,No
2014/10/4,No
2013/3/14,No
2014/4/16,No
2014/7/13,No
2010/10/11,No
2009/4/29,No
2009/3/19,No
2012/6/8,No
2013/9/25,No
2010/8/25,Yes
2012/9/29,No
2013/12/24,No
2011/5/27,No
2009/4/22,No
2014/12/28,No
2014/5/4,Yes
2017/2/11,Yes
2010/4/18,No
2015/2/14,No
2016/12/19,No
2013/7/23,No
2014/3/11,No
2013/3/16,No
2013/5/21,Yes
2012/11/22,No
2016/9/27,No
2009/4/24,Yes
2012/8/1,No
2008/12/17,No
2011/9/22,No
2009/12/29,No
2012/4/11,No
2014/8/11,No
2011/10/16,No
2010/10/15,Yes
2010/2/20,No
2009/12/12,No
2011/1/14,Yes
2013/9/7,No
2009/8/4,No
2017/2/5,No
2008/7/22,No
2013/1/18,No
2009/7/18,No
2010/9/8,Yes
2013/5/28,No
2014/6/24,Yes
2017/1/31,No
2012/11/26,No
2016/7/11,No
2016/12/27,No
2015/9/2,Yes
2010/7/18,No
2014/10/21,No
2012/7/28,No
2009/6/18,No
2015/4/24,No
2011/11/10,No
2012/3/11,No
2014/11/21,Yes
2016/7/3,No
2011/2/14,No
2011/3/12,No
2012/8/4,No
2015/6/19,Yes
2014/10/30,No
2011/12/7,No
2013/11/27,No
2016/9/11,No
2015/2/8,No
2015/8/7,No
2010/1/18,No
2010/12/13,No
2016/4/26,No
2015/8/22,No
2012/3/19,No
2009/2/9,No
2015/8/20,No
2014/1/31,Yes
2016/12/5,No
2011/1/22,No
2014/1/29,No
2009/9/10,No
2015/12/2,No
2015/9/26,No
2016/12/18,No
2013/8/12,No
2014/12/3,No
2016/12/17,No
2013/7/3,Yes
2014/5/18,No
2009/6/30,No
2011/2/1,No
2009/7/14,No
2015/12/9,Yes
2011/12/21,No
2014/7/1,No
2012/3/24,No
2017/5/4,No
2012/5/21,No
2009/6/12,No
2010/8/14,Yes
2016/4/6,No
2011/6/14,No
2012/11/16,No
2014/7/4,Yes
2012/2/4,No
2017/2/20,No
2012/8/26,No
2009/11/21,Yes
2014/10/21,No
2016/10/4,Yes
2011/1/24,No
2012/9/17,No
2015/8/9,No
2012/4/26,No
2015/8/21,Yes
2012/11/26,No
2014/9/2,No
2014/5/16,No
2015/6/20,No
2017/1/13,No
2016/10/2,No
2014/9/21,No
2014/7/13,No
2011/12/3,No
2012/8/2,No
2016/2/4,No
2015/4/29,No
2009/1/2,No
2012/8/1,No
2012/10/24,No
2014/4/7,No
2013/11/29,No
2015/3/22,No
2016/10/9,No
2017/4/25,Yes
2014/11/12,No
2015/7/18,No
2010/6/5,No
2014/1/9,No
2016/6/19,Yes
2011/12/16,No
2015/9/27,No
2015/10/18,Yes
2011/1/6,Yes
2010/5/29,Yes
2015/8/24,No
2014/8/25,No
2009/3/4,No
2010/2/9,No
2014/10/1,No
2011/12/14,No
2010/7/5,No
2011/10/1,No
2014/1/9,No
2016/7/23,No
2015/12/22,No
2010/6/8,Yes
2013/9/3,No
2011/9/24,No
2016/12/11,No
2013/5/20,No
2011/7/30,No
2015/12/16,No
2014/6/11,No
2017/1/25,No
2009/8/2,No
2012/3/4,No
2012/8/12,Yes
2015/11/29,No
2010/5/14,No
2012/7/1,Yes
2014/1/5,No
2010/8/25,No
2009/1/21,No
2016/8/22,No
2012/9/18,No
2012/5/7,No
2010/4/1,No
2017/4/6,No
2009/2/10,No
2017/1/20,No
2009/7/25,No
2011/1/12,No
2014/5/17,No
2013/11/22,Yes
2014/2/1,No
2010/10/16,No
2012/1/25,No
2015/7/20,No
2011/7/24,No
2012/4/3,No
2015/10/5,No
2014/9/17,No
2010/2/8,No
2014/7/29,No
2014/2/7,No
2016/1/2,No
2015/3/21,Yes
2015/8/27,Yes
2012/2/12,No
2014/4/22,No
2012/9/3,No
2014/6/7,Yes
2015/9/13,No
2010/3/16,No
2010/7/19,No
2013/11/29,Yes
2015/2/18,No
2015/1/24,No
2015/7/7,No
2012/5/30,No
2013/10/20,No
2014/3/9,No
2012/3/23,No
2016/1/11,No
2010/10/21,No
2014/6/21,Yes
2010/7/18,No
2012/11/24,No
2015/12/24,No
2014/10/29,No
2016/2/26,No
2010/5/8,No
2014/2/25,Yes
2011/9/21,No
2012/5/1,No
2014/10/23,No
2009/4/10,No
2017/4/23,No
2011/8/23,No
2012/3/2,No
2015/10/31,No
2010/7/20,No
2013/10/29,No
2012/6/8,No
2011/9/22,No
2015/9/19,No
2013/10/23,No
2012/9/2,Yes
2015/11/2,No
2017/1/10,No
2017/5/16,No
2011/7/27,No
2012/11/21,No
2013/8/17,Yes
2015/9/30,No
2015/9/11,No
2012/8/13,No
